RESP_NUM,Q2,Q3,TRIPS,Q4_TOTAL,Q5_TOTAL,Q4AP,Q4BP,Q4CP,Q4DP,Q4EP,Q4FP,Q4GP,Q4HP,Q5AP,Q5BP,Q5CP,Q5DP,Q5EP,Q5FP,Q5GP,Q5HP,WORK,SCH,SHOP,SOC,HOME,OTH-P-SF,DK-P-SF,REL,SFINTMODE,Q4AM,Q4BM,Q4CM,Q4DM,Q4EM,Q4FM,Q4GM,Q4HM,Q5AM,Q5BM,Q5CM,Q5DM,Q5EM,Q5FM,Q5GM,Q5HM,DA,DO,CRSHRE,TNC,TAXI,TRANS,SHTTLE,BIKE,WALK,SCOOT,OTH-M-SF,DK-M-SF,Q4AD,Q4BD,Q4CD,Q4DD,Q4ED,Q4FD,Q4GD,Q4HD,Q5AD,Q5BD,Q5CD,Q5DD,Q5ED,Q5FD,Q5GD,Q5HD,SF-D1,SF-D2,SF-D3,Q6,Q8,Q10,Q11_TOTAL,Q12,Q19,Q13,Q15,Q16M,Q17,Q18_TOTAL,Q9M,Q7P,9P-ADJ,Q11AP,Q11BP,Q11CP,Q11DP,Q11EP,Q11FP,Q11GP,Q11HP,Q14P,Q16P-ADJ,Q18AP,Q18BP,Q18CP,Q18DP,Q18EP,Q18FP,Q18GP,Q18HP,WORK1,WORK2,SCH1,SCH2,SHOP1,SHOP2,SOC1,SOC2,HOME1,HOME2,OTH1-P,OTH2-P,DK1-P,DK2-P,REL1,REL2,Q7M,Q9M-ADJ,Q11AM,Q11BM,Q11CM,Q11DM,Q11EM,Q11FM,Q11GM,Q11HM,Q14M,Q16M-ADJ,Q18AM,Q18BM,Q18CM,Q18DM,Q18EM,Q18FM,Q18GM,Q18HM,DA1,DA2,DO1,DO2,CRSHRE1,CRSHRE2,TNC1,TNC2,TAXI1,TAXI2,TRANS1,TRANS2,SHTTLE1,SHTTLE2,BIKE1,BIKE2,WALK1,WALK2,SCOOT1,SCOOT2,OTH1-M,OTH2-M,DK1-M,DK2-M,Q7D,Q9D,Q11AD,Q11BD,Q11CD,Q11DD,Q11ED,Q11FD,Q11GD,Q11HD,Q14D,Q16D,Q18AD,Q18BD,Q18CD,Q18DD,Q18ED,Q18FD,Q18GD,Q18HD,OSF1-D1,OSF1-D2,OSF1-D3,OSF2-D1,OSF2-D2,OSF2-D3,OSF-D1,OSF-D2,OSF-D3,Q20A,Q21A,Q21B,Q21C,Q21D,Q22,Q23,Q24-SF,Q24-NSF,Q24A,Q25,Q26-1,Q26-2,Q26-3,Q26-4,Q26-5,Q27,Q28,SAMPLE_TYPE,LANGUAGE,ZONE,INTERVIEW_DAY,INTERVIEW_DATE,AGECO,WEIGHT
1510,9,,2,0,2,,,,,,,,,1,5,,,,,,,1,0,0,0,1,0,0,0,1,,,,,,,,,1,1,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,2,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,1,1,2,,94107,2,3,,,,,1,2,3,1,1,1,11/9/2014,2,1.115464198
1511,9,,4,2,2,4,5,,,,,,,1,5,,,,,,,1,0,0,1,2,0,0,0,2,2,2,,,,,,,6,6,,,,,,,0,2,0,0,0,2,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,1,5,1,5,,5,3,1,,,,,3,1,3,1,1,1,11/9/2014,3,0.865878313
1601,9,,4,2,2,1,5,,,,,,,1,5,,,,,,,2,0,0,0,2,0,0,0,6,6,6,,,,,,,6,6,,,,,,,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,1,5,1,2,17,,94108,5,1,,,,,1,1,1,3,3,4,11/5/2014,5,1.088087255
1602,9,,4,2,2,2,5,,,,,,,2,5,,,,,,,0,2,0,0,2,0,0,0,6,6,6,,,,,,,6,6,,,,,,,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,5,1,2,17,,2,2,1,,,,,2,1,1,3,3,4,11/5/2014,2,1.115464198
1603,9,,4,2,2,1,5,,,,,,,1,5,,,,,,,2,0,0,0,2,0,0,0,1,1,1,,,,,,,1,1,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,2,2,,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,5,1,1,10,,4,5,1,,,,,2,1,1,3,5,4,11/5/2014,5,1.088087255
1604,9,,6,3,3,1,3,5,,,,,,1,3,5,,,,,,2,0,2,0,2,0,0,0,6,6,9,6,,,,,,6,9,6,,,,,,0,0,0,0,0,4,0,0,2,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,2,10,,94133,4,1,,,,,2,2,1,3,5,4,11/5/2014,4,0.870378261
1605,9,,3,0,3,,,,,,,,,2,3,5,,,,,,0,1,1,0,1,0,0,0,1,,,,,,,,,1,1,1,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,2,2,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,5,1,1,7,,2,5,1,,,,,1,2,1,3,2,4,11/5/2014,5,1.088087255
1606,9,,5,3,2,3,3,5,,,,,,3,5,,,,,,,0,0,3,0,2,0,0,0,6,6,9,6,,,,,,6,6,,,,,,,0,0,0,0,0,4,0,0,1,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,1,5,1,2,10,,2,5,1,,,,,1,2,1,3,5,4,11/5/2014,5,1.088087255
1607,9,,8,4,4,1,5,2,5,,,,,1,5,2,5,,,,,2,2,0,0,4,0,0,0,1,1,1,1,1,,,,,1,1,1,1,,,,,8,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,,,,,2,2,2,2,,,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,5,1,1,10,,5,2,1,,,,,5,1,1,3,5,4,11/5/2014,2,1.115464198
1608,9,,8,4,4,8,3,4,5,,,,,3,4,2,5,,,,,0,1,2,2,2,0,0,1,9,9,6,9,6,,,,,9,6,6,6,,,,,0,0,0,0,0,5,0,0,3,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,5,1,2,13,,2,5,1,,,,,1,2,3,3,4,4,11/5/2014,5,1.088087255
1609,9,,4,2,2,8,5,,,,,,,3,5,,,,,,,0,0,1,0,2,0,0,1,9,9,9,,,,,,,9,9,,,,,,,0,0,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,5,1,2,26,,2,5,1,,,,,1,1,1,3,5,4,11/5/2014,5,1.088087255
1610,9,,2,0,2,,,,,,,,,3,5,,,,,,,0,0,1,0,1,0,0,0,6,,,,,,,,,6,6,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1,5,1,2,26,,2,5,1,,,,,1,2,1,3,5,4,11/5/2014,5,1.088087255
1611,9,,8,6,2,4,5,3,5,4,5,,,3,5,,,,,,,0,0,2,2,4,0,0,0,9,9,9,6,6,6,6,,,9,9,,,,,,,0,0,0,0,0,4,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,5,1,2,13,,2,5,1,,,,,1,2,3,3,4,4,11/5/2014,5,1.088087255
1612,9,,2,0,2,,,,,,,,,3,5,,,,,,,0,0,1,0,1,0,0,0,6,,,,,,,,,6,6,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,5,1,2,16,,2,5,1,,,,,1,1,1,3,3,4,11/5/2014,5,1.088087255
1613,9,,4,2,2,8,5,,,,,,,3,5,,,,,,,0,0,1,0,2,0,0,1,9,9,9,,,,,,,6,6,,,,,,,0,0,0,0,0,2,0,0,2,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,5,1,1,17,,2,5,1,,,,,2,1,3,3,3,4,11/5/2014,5,1.088087255
1614,9,,4,2,2,4,5,,,,,,,4,5,,,,,,,0,0,0,2,2,0,0,0,9,9,9,,,,,,,9,9,,,,,,,0,0,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,5,1,2,17,,2,5,1,,,,,1,1,3,3,3,4,11/5/2014,5,1.088087255
1615,9,,3,0,3,,,,,,,,,3,4,5,,,,,,0,0,1,1,1,0,0,0,1,,,,,,,,,1,1,1,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,2,2,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,5,1,1,10,,2,5,3,,,,,2,2,1,2,5,4,11/5/2014,5,1.088087255
1616,9,,12,6,6,4,5,4,5,8,5,,,3,5,4,5,4,5,,,0,0,1,4,6,0,0,1,6,6,6,6,6,2,6,,,9,9,6,6,6,6,,,0,1,0,0,0,9,0,0,2,0,0,0,,,,,2,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1,5,1,2,11,,2,5,2,3,,,,1,2,3,2,1,4,11/5/2014,5,1.088087255
1617,9,,8,4,4,2,4,3,5,,,,,2,4,3,5,,,,,0,2,2,2,2,0,0,0,6,6,9,9,6,,,,,6,9,9,6,,,,,0,0,0,0,0,4,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1,5,1,2,7,,2,5,3,,,,,1,2,3,2,2,4,11/5/2014,5,1.088087255
1618,9,,4,2,2,2,5,,,,,,,2,5,,,,,,,0,2,0,0,2,0,0,0,9,9,9,,,,,,,9,9,,,,,,,0,0,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,5,1,2,8,,2,2,3,,,,,1,2,1,2,1,6,11/7/2014,2,1.115464198
1619,9,,4,4,0,1,3,3,5,,,,,,,,,,,,,1,0,2,0,1,0,0,0,6,6,6,6,6,,,,,,,,,,,,,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,3,1,2,26,,94112,5,3,,,,,3,2,1,2,5,6,11/7/2014,5,1.088087255
1620,9,,5,2,3,4,5,,,,,,,2,3,5,,,,,,0,1,1,1,2,0,0,0,9,9,9,,,,,,,6,6,6,,,,,,0,0,0,0,0,3,0,0,2,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,1,5,1,2,17,,2,4,3,,,,,1,2,1,2,3,6,11/7/2014,4,0.870378261
1621,2,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,2,,24,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,1,1,1,,94806,4,2,3,,,,,1,1,3,2,,6,11/7/2014,7,1.048985294
1622,9,,2,2,0,4,5,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,6,6,6,,,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1,5,1,2,1,,2,4,3,,,,,1,1,3,2,2,6,11/7/2014,4,0.870378261
1623,9,,2,2,0,2,5,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,6,6,6,,,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,1,1,5,1,2,29,,2,6,3,,,,,5,2,3,2,9,6,11/7/2014,5,1.088087255
1625,9,,4,2,2,1,5,,,,,,,1,5,,,,,,,2,0,0,0,2,0,0,0,1,1,1,,,,,,,1,1,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,2,2,,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,29,,5,4,3,,,,,5,2,3,2,9,6,11/7/2014,4,0.870378261
1626,9,,5,2,3,1,5,,,,,,,1,4,5,,,,,,2,0,0,1,2,0,0,0,1,1,1,,,,,,,1,1,1,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,2,2,2,,,,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,4,1,1,8,,4,1,3,,,,,1,1,3,2,1,6,11/7/2014,1,1.04312
1627,9,,4,2,2,1,5,,,,,,,1,5,,,,,,,2,0,0,0,2,0,0,0,1,1,1,,,,,,,1,1,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,2,2,,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,5,6,1,8,,4,2,3,,,,,1,1,3,2,1,6,11/7/2014,2,1.115464198
1630,6,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,1,1,22,,2,,,,,,1,5,4,,,,,,,,,,,,,,,,,,22,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,6,6,9,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,22,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,1,1,1,5,1,1,,95148,94104,3,1,,,,,1,1,1,3,,2,11/10/2014,8,0.93861625
1631,5,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,4,,2,,,,,,3,5,4,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,0,24,0,0,0,0,0,24,0,2,1,1,1,5,1,1,,94015,94105,1,1,,,,,1,1,1,3,,2,11/10/2014,6,1.13516
1632,6,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,3,,2,,,,,,3,5,4,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,0,24,0,0,0,0,0,24,0,2,1,1,1,5,1,1,,95148,4,2,1,,,,,5,1,3,3,,2,11/10/2014,7,1.048985294
1633,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,3,5,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,12,1,1,1,5,1,1,,94544,2,3,3,,,,,5,2,1,2,,2,11/10/2014,8,0.93861625
1634,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,4,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,2,1,1,1,5,4,1,,,5,1,3,,,,,1,1,3,2,,2,11/10/2014,6,1.13516
1635,6,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,,2,,,,,,4,5,4,3,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,2,9,9,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,12,1,1,1,5,4,1,,94086,94040,2,3,,,,,1,2,3,2,,2,11/10/2014,7,1.048985294
1636,9,,2,1,1,4,,,,,,,,4,,,,,,,,0,0,0,2,0,0,0,0,6,6,,,,,,,,6,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,1,5,1,2,29,,5,3,3,,,,,1,1,3,2,9,2,11/10/2014,3,0.865878313
1637,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,3,5,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,,94565,2,5,3,,,,,1,1,1,2,,2,11/10/2014,10,0.93027803
1638,9,,2,2,0,4,5,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,2,2,2,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,1,1,10,,2,5,1,,,,,1,2,1,3,5,2,11/10/2014,5,1.088087255
1639,9,,3,0,3,,,,,,,,,1,3,5,,,,,,1,0,1,0,1,0,0,0,6,,,,,,,,,6,6,6,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,5,1,2,10,,94108,4,1,,,,,1,2,1,3,5,2,11/10/2014,4,0.870378261
1640,9,,2,0,2,,,,,,,,,1,5,,,,,,,1,0,0,0,1,0,0,0,6,,,,,,,,,6,6,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,5,1,2,10,,94108,5,1,,,,,1,1,1,3,5,2,11/10/2014,5,1.088087255
1641,9,,2,0,2,,,,,,,,,4,5,,,,,,,0,0,0,1,1,0,0,0,6,,,,,,,,,6,6,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,1,5,1,2,10,,2,5,1,,,,,1,2,1,3,5,2,11/10/2014,5,1.088087255
1642,9,,3,0,3,,,,,,,,,1,3,5,,,,,,1,0,1,0,1,0,0,0,6,,,,,,,,,6,6,6,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,5,3,2,10,,94108,1,1,,,,,2,1,1,3,5,2,11/10/2014,1,1.04312
1801,9,,4,2,2,2,1,,,,,,,3,5,,,,,,,1,1,1,0,1,0,0,0,2,2,1,,,,,,,2,2,,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,2,2,,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,1,1,B,1,B,23,,94107,2,6,,,,,4,1,3,1,4,3,10/7/2014,2,1.115464198
