RESP_NUM,Q2,Q3,TRIPS,Q4_TOTAL,Q5_TOTAL,Q4AP,Q4BP,Q4CP,Q4DP,Q4EP,Q4FP,Q4GP,Q4HP,Q5AP,Q5BP,Q5CP,Q5DP,Q5EP,Q5FP,Q5GP,Q5HP,WORK,SCH,SHOP,SOC,HOME,OTH-P-SF,DK-P-SF,REL,SFINTMODE,Q4AM,Q4BM,Q4CM,Q4DM,Q4EM,Q4FM,Q4GM,Q4HM,Q5AM,Q5BM,Q5CM,Q5DM,Q5EM,Q5FM,Q5GM,Q5HM,DA,DO,CRSHRE,TNC,TAXI,TRANS,SHTTLE,BIKE,WALK,SCOOT,OTH-M-SF,DK-M-SF,Q4AD,Q4BD,Q4CD,Q4DD,Q4ED,Q4FD,Q4GD,Q4HD,Q5AD,Q5BD,Q5CD,Q5DD,Q5ED,Q5FD,Q5GD,Q5HD,SF-D1,SF-D2,SF-D3,Q6,Q8,Q10,Q11_TOTAL,Q12,Q19,Q13,Q15,Q16M,Q17,Q18_TOTAL,Q9M,Q7P,9P-ADJ,Q11AP,Q11BP,Q11CP,Q11DP,Q11EP,Q11FP,Q11GP,Q11HP,Q14P,Q16P-ADJ,Q18AP,Q18BP,Q18CP,Q18DP,Q18EP,Q18FP,Q18GP,Q18HP,WORK1,WORK2,SCH1,SCH2,SHOP1,SHOP2,SOC1,SOC2,HOME1,HOME2,OTH1-P,OTH2-P,DK1-P,DK2-P,REL1,REL2,Q7M,Q9M-ADJ,Q11AM,Q11BM,Q11CM,Q11DM,Q11EM,Q11FM,Q11GM,Q11HM,Q14M,Q16M-ADJ,Q18AM,Q18BM,Q18CM,Q18DM,Q18EM,Q18FM,Q18GM,Q18HM,DA1,DA2,DO1,DO2,CRSHRE1,CRSHRE2,TNC1,TNC2,TAXI1,TAXI2,TRANS1,TRANS2,SHTTLE1,SHTTLE2,BIKE1,BIKE2,WALK1,WALK2,SCOOT1,SCOOT2,OTH1-M,OTH2-M,DK1-M,DK2-M,Q7D,Q9D,Q11AD,Q11BD,Q11CD,Q11DD,Q11ED,Q11FD,Q11GD,Q11HD,Q14D,Q16D,Q18AD,Q18BD,Q18CD,Q18DD,Q18ED,Q18FD,Q18GD,Q18HD,OSF1-D1,OSF1-D2,OSF1-D3,OSF2-D1,OSF2-D2,OSF2-D3,OSF-D1,OSF-D2,OSF-D3,Q20A,Q21A,Q21B,Q21C,Q21D,Q22,Q23,Q24-SF,Q24-NSF,Q24A,Q25,Q26-1,Q26-2,Q26-3,Q26-4,Q26-5,Q27,Q28,SAMPLE_TYPE,LANGUAGE,ZONE,INTERVIEW_DAY,INTERVIEW_DATE,AGECO,WEIGHT
1454,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,1,2,1,,2,,,,,,1,7,4,5,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6,6,9,6,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,5,1,1,5,2,1,,94587,94103,2,3,,,,,2,2,3,1,,3,10/21/2014,7,1.048985294
1455,6,1,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,2,3,1,1,,2,,,3,5,3,,,,,,,,1,5,,,,,,,,,0,3,0,0,4,0,0,0,2,3,0,0,0,0,0,0,1,1,9,,,,,,,,1,1,,,,,,,,,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,,,,,,,,,2,2,,,,,,,,,0,16,0,0,16,0,0,32,0,4,4,1,5,5,2,1,,94024,5,4,1,,,,,4,1,3,1,,3,10/21/2014,9,1.074865278
1457,6,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,1,1,30,,2,,,,,,1,5,4,,,,,,,,,,,,,,,,,,30,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,6,6,9,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,30,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,4,1,1,5,2,1,,95127,94108,3,1,,,,,4,1,3,1,,4,10/22/2014,8,0.93861625
1458,6,1,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,10,5,1,1,,2,,,4,5,,,,,,,,,4,5,,,,,,,,,0,0,0,0,0,0,10,5,10,5,0,0,0,0,0,0,2,2,,,,,,,,,2,2,,,,,,,,,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,2,2,,,,,,,,,0,16,0,0,16,0,0,32,0,12,1,1,1,1,1,1,,94086,95133,5,4,,,,,4,2,3,1,,4,10/22/2014,10,0.93027803
1460,2,1,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,,20,,2,,,,,6,4,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,1,1,1,5,4,1,,94523,2,5,4,,,,,4,2,3,1,,5,10/23/2014,10,0.93027803
1462,5,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,3,,2,,,,,,1,5,4,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,6,9,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,,94080,4,3,7,,,,,5,1,3,1,,6,10/24/2014,8,0.93861625
1463,1,1,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,15,,2,,,,,,4,5,3,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,15,0,0,0,0,0,0,0,1,1,9,,,,,,,,,,,,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,1,2,1,,94577,5,3,1,,,,,3,1,3,1,,6,10/24/2014,8,0.93861625
1464,8,1,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,2,,2,,,,,,4,5,4,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,0,24,0,0,0,0,0,24,0,6,1,1,1,1,6,1,,94576,5,5,4,,,,,3,1,3,1,,6,10/24/2014,10,0.93027803
1465,5,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,1,2,30,,2,,,,,,1,5,2,4,,,,,,,,,,,,,,,,,30,0,30,0,0,0,30,0,30,0,0,0,0,0,0,0,2,2,1,1,,,,,,,,,,,,,,,,,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,,,,,,,,,,,,,,,,,8,24,0,0,0,0,8,24,0,12,5,1,1,5,1,1,,94080,94110,3,1,,,,,4,2,3,1,,6,10/24/2014,8,0.93861625
1466,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,3,,2,,,,,,4,5,4,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,6,9,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,5,4,1,,94580,94580,5,4,,,,,5,2,3,1,,6,10/24/2014,10,0.93027803
1469,2,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,1,1,30,,2,,,,,,1,5,4,,,,,,,,,,,,,,,,,,30,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,6,6,9,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,30,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,5,4,1,,94509,94112,3,2,,,,,2,2,3,1,,1,10/26/2014,8,0.93861625
1470,3,1,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,30,,2,,,,,,1,5,4,,,,,,,,,,,,,,,,,,30,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,60,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,8,16,0,0,0,0,8,16,0,6,1,1,1,5,4,1,,R,94113,4,3,,,,,4,2,3,1,,1,10/26/2014,9,1.074865278
1471,2,1,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,25,,2,,,,,,1,5,4,,,,,,,,,,,,,,,,,,25,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,1,1,9,,,,,,,,,,,,,,,,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,5,1,1,6,4,1,,94598,94598,5,4,,,,,4,1,3,1,,2,10/27/2014,10,0.93027803
1472,6,1,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,,,,,1,3,5,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,7,1,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,0,8,0,0,0,0,0,8,0,6,1,1,1,5,1,1,,94807,94501,4,1,,,,,4,1,3,1,,2,10/27/2014,9,1.074865278
1473,1,1,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,21,,2,,,,,,1,5,3,,,,,,,,,,,,,,,,,,21,0,0,0,21,0,0,0,21,0,0,0,0,0,0,0,6,6,9,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,21,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,6,1,1,,94555,94555,4,4,,,,,4,1,3,1,,2,10/27/2014,9,1.074865278
1474,5,1,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,2,,30,30,1,1,,1,1,,1,5,,,,,,,,,1,5,4,,,,,,,,30,30,0,0,0,0,0,30,30,30,0,0,0,0,0,0,2,2,,,,,,,,,1,1,6,,,,,,,,0,60,60,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,2,2,,,,,,,,,0,16,0,0,16,0,0,32,0,6,1,1,1,6,1,1,,94080,94014,4,4,,,,,4,1,3,1,,2,10/27/2014,9,1.074865278
1475,2,1,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,2,,,,,,4,5,3,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,2,9,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,6,2,1,,94803,5,5,4,,,,,2,2,3,1,,2,10/27/2014,10,0.93027803
1476,9,,7,3,4,4,3,5,,,,,,3,5,3,5,,,,,0,0,3,1,3,0,0,0,2,2,2,2,,,,,,9,1,2,2,,,,,1,5,0,0,0,0,0,0,1,0,0,0,2,2,2,,,,,,,2,2,2,,,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,1,1,5,4,1,10,,94043,3,4,,,,,4,1,3,1,5,2,10/27/2014,3,0.865878313
1478,5,1,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1,9,8,1,1,,2,,,2,5,4,,,,,,,,4,5,,,,,,,,,0,0,9,0,0,0,9,8,9,8,0,0,0,0,0,0,6,6,6,,,,,,,,6,6,,,,,,,,,0,0,0,0,0,0,0,0,0,0,27,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,1,1,1,5,2,2,,94080,2,3,4,,,,,2,1,3,1,,3,10/28/2014,8,0.93861625
1479,9,,4,2,2,1,5,,,,,,,4,5,,,,,,,1,0,0,1,2,0,0,0,10,10,10,,,,,,,2,2,,,,,,,0,2,0,0,0,0,0,0,0,2,0,0,,,,,,,,,2,2,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,1,1,23,,94607,4,4,,,,,4,1,3,1,4,3,10/28/2014,4,0.870378261
1480,1,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,1,2,15,,2,,,,,,5,5,4,1,,,,,,,,,,,,,,,,,15,0,0,0,0,0,15,0,30,0,0,0,0,0,0,0,3,3,9,1,,,,,,,,,,,,,,,,,15,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,,,0,8,0,0,0,0,0,8,0,4,4,1,1,5,3,1,,94618,94107,2,4,,,,,2,2,3,1,,3,10/28/2014,7,1.048985294
1481,9,,6,3,3,1,3,5,,,,,,4,4,5,,,,,,1,0,1,2,2,0,0,0,6,6,9,9,,,,,,2,2,2,,,,,,0,3,0,0,0,1,0,0,2,0,0,0,,,,,,,,,2,2,1,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,4,1,5,6,1,8,,94103,3,4,,,,,3,1,3,1,1,3,10/28/2014,3,0.865878313
1482,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,2,,,,,,4,5,4,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,8,16,0,0,0,0,8,16,0,6,1,1,1,5,2,1,,94945,2,5,4,,,,,4,2,3,1,,3,10/28/2014,10,0.93027803
1484,9,,6,3,3,2,4,5,,,,,,2,5,4,,,,,,0,2,0,2,2,0,0,0,1,1,1,1,,,,,,1,1,1,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,1,1,1,,,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,1,1,1,1,17,,94066,1,1,,,,,2,1,3,1,3,4,10/29/2014,1,1.04312
1485,9,,10,7,3,1,2,1,4,1,2,5,,1,4,1,,,,,,5,2,0,2,1,0,0,0,1,1,2,2,8,2,2,2,,1,1,1,,,,,,4,5,0,0,0,0,0,1,0,0,0,0,2,2,2,,2,2,2,,1,1,1,,,,,,3,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,5,1,1,10,,4,3,3,,,,,1,2,3,1,5,4,10/29/2014,3,0.865878313
1487,9,,6,3,3,1,3,5,,,,,,1,3,5,,,,,,2,0,2,0,2,0,0,0,1,1,1,1,,,,,,1,1,1,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,2,2,1,,,,,,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,4,2,1,20,,94127,5,4,,,,,4,2,3,1,4,4,10/29/2014,5,1.088087255
1490,9,,5,3,2,3,4,5,,,,,,1,5,,,,,,,1,0,1,1,2,0,0,0,1,1,9,9,,,,,,2,2,,,,,,,1,2,0,0,0,0,0,0,2,0,0,0,2,,,,,,,,2,2,,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,1,5,4,1,1,8,,3,3,3,,,,,2,2,3,1,1,5,10/30/2014,3,0.865878313
1491,9,,4,2,2,1,5,,,,,,,1,5,,,,,,,2,0,0,0,2,0,0,0,1,1,1,,,,,,,2,2,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,2,1,,,,,,,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,5,1,1,10,,94107,5,4,,,,,5,2,3,1,5,5,10/30/2014,5,1.088087255
1492,5,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,1,1,25,,2,,,,,,1,5,3,,,,,,,,,,,,,,,,,,25,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,2,2,9,,,,,,,,,,,,,,,,,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,5,1,1,,94402,94102,3,1,,,,,4,1,3,1,,5,10/30/2014,8,0.93861625
1493,9,,2,2,0,4,3,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,5,3,1,24,,94304,5,4,,,,,4,1,3,1,4,5,10/30/2014,5,1.088087255
1494,3,1,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,20,,2,,,,,,4,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,4,2,1,,95410,4,3,4,,,,,1,2,3,1,,5,10/30/2014,8,0.93861625
1496,3,1,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,3,,2,,,,,1,3,5,3,7,,,,,,,,,,,,,,,,,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,1,1,9,1,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,,2,,,,,,,,,,,,,,,,,0,24,0,0,0,0,0,24,0,6,1,1,1,5,2,1,,94925,3,5,4,,,,,5,2,3,1,,1,11/2/2014,10,0.93027803
1497,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,,2,,,,,,3,5,4,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,2,9,,,,,,,,,,,,,,,,,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,5,1,1,1,2,1,,94400,94043,3,4,,,,,4,1,3,1,,1,11/2/2014,8,0.93861625
1498,5,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,2,5,,2,,,,,,3,5,3,4,,,,,,,,,,,,,,,,,0,0,0,0,10,0,5,0,5,0,0,0,0,0,0,0,6,6,6,9,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,,94044,2,5,2,,,,,3,1,3,1,,1,11/2/2014,10,0.93027803
1501,2,1,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,5,,2,,,,,,3,5,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,1,,94530,94530,2,4,,,,,2,2,3,1,,2,11/3/2014,7,1.048985294
1502,9,,8,5,3,2,1,2,4,5,,,,4,4,5,,,,,,1,2,0,3,2,0,0,0,2,2,4,2,9,9,,,,2,2,2,,,,,,0,5,0,1,0,0,0,0,2,0,0,0,1,,1,,,,,,1,1,1,,,,,,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,4,4,2,1,5,,94112,2,4,,,,,1,2,3,1,1,2,11/3/2014,2,1.115464198
1504,5,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,2,,20,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,5,2,1,,94080,94104,4,3,,,,,5,1,3,1,,3,11/4/2014,9,1.074865278
1506,9,,6,4,2,1,1,5,3,,,,,3,3,,,,,,,2,0,3,0,1,0,0,0,6,6,8,1,1,,,,,6,6,,,,,,,2,0,0,0,0,3,0,1,0,0,0,0,,,2,2,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,5,5,3,1,23,,2,3,4,,,,,4,2,3,1,4,5,11/6/2014,3,0.865878313
1507,9,,7,5,2,3,1,3,3,5,,,,3,5,,,,,,,1,0,4,0,2,0,0,0,9,9,6,6,9,9,,,,1,1,,,,,,,2,0,0,0,0,2,0,0,3,0,0,0,,,,,,,,,2,1,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,1,6,2,1,8,,5,3,4,,,,,1,2,3,1,1,5,11/6/2014,3,0.865878313
1508,9,,10,4,6,1,4,3,5,,,,,1,4,5,4,6,5,,,2,0,1,3,3,1,0,0,9,9,9,9,9,,,,,9,9,9,9,6,9,,,0,0,0,0,0,1,0,0,9,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,5,5,1,1,4,,94105,3,1,,,,,4,2,3,1,1,5,11/6/2014,3,0.865878313
